type,firm_name,contact_name,position,phone,email,linkedin,website,address,state,source_url
lawyer,KHQ Lawyers,Gregory Oliver,Principal Solicitor,,,https://www.linkedin.com/in/greg-oliver-49629b78/,https://www.khq.com.au/,"Level 4/600 Bourke St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/gregory-oliver/
lawyer,KHQ Lawyers,Monica Blizzard,Director,,,https://au.linkedin.com/in/monicablizzard,https://www.khq.com.au/,"Level 4/600 Bourke St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/monica-blizzard/
firm,Kim Wilson & Co,,,,kwclegal@kimwilson.com.au,,https://www.kimwilson.com.au,"Level 1, 415 Roberts Road, Subiaco, WA 6008",WA,https://www.familylaw.com.au/law-practice/kim-wilson-co/
lawyer,Kim Wilson & Co,Paula Natalie Wilkinson,Director,,,https://www.linkedin.com/company/kim-wilson-&-co/,https://www.kimwilson.com.au,"Level 1, 415 Roberts Road, Subiaco, WA 6008",WA,https://www.familylaw.com.au/lawyer/paula-natalie-wilkinson/
lawyer,Kim Wilson & Co,William Sloan,Director,,,https://au.linkedin.com/in/williamsloanlawyer,https://www.kimwilson.com.au,"Level 1, 415 Roberts Road, Subiaco, WA 6008",WA,https://www.familylaw.com.au/lawyer/william-sloan/
lawyer,Kim Wilson & Co,Kim Wilson SC,Director,,,https://au.linkedin.com/company/kim-wilson-&-co,https://www.kimwilson.com.au,"Level 1, 415 Roberts Road, Subiaco, WA 6008",WA,https://www.familylaw.com.au/lawyer/kim-wilson-sc/
firm,King Cain,,,,info@kingcain.com.au,,https://kingcain.com.au,"4/90 Keppel St, Bathurst NSW 2795",NSW,https://www.familylaw.com.au/law-practice/king-cain/
lawyer,King Cain,Matthew John Oakley,Director,,,https://www.linkedin.com/in/oakley-matthew/,https://kingcain.com.au,"4/90 Keppel St, Bathurst NSW 2795",NSW,https://www.familylaw.com.au/lawyer/matthew-john-oakley/
firm,Kirkman Family Law,,,,support@kirkmanfamilylaw.com.au,,https://kirkmanfamilylaw.com,Sydney NSW 2000,NSW,https://www.familylaw.com.au/law-practice/kirkman-family-law/
lawyer,Kirkman Family Law,Fiona Michelle Kirkman,Principal,,,https://www.linkedin.com/in/fionakirkman/,https://kirkmanfamilylaw.com,Sydney NSW 2000,NSW,https://www.familylaw.com.au/lawyer/fiona-michelle-kirkman/
firm,KLH & Associates,,,,info@klhlawyers.com.au,,https://karenhagalawyers.com.au,"24/15-17 Terminus St, Castle Hill NSW 2154",NSW,https://www.familylaw.com.au/law-practice/klh-associates/
lawyer,KLH & Associates,Amanda Jane Haydon,Senior Associate,,,https://www.linkedin.com/in/amanda-haydon-49555990/,https://karenhagalawyers.com.au,"24/15-17 Terminus St, Castle Hill NSW 2154",NSW,https://www.familylaw.com.au/lawyer/amanda-jane-haydon/
firm,Klimek & Wijay Family Lawyers,,,,,,http://www.klimekwijay.com,,,https://www.familylaw.com.au/law-practice/klimek-wijay-family-lawyers/
lawyer,Klimek & Wijay Family Lawyers,Richard Klimek,Director,,,https://au.linkedin.com/in/richardklimek,http://www.klimekwijay.com,,,https://www.familylaw.com.au/lawyer/richard-klimek/
lawyer,Klimek & Wijay Family Lawyers,Vince Bradley,Partner,,,https://au.linkedin.com/in/vince-bradley-97049a1b,http://www.klimekwijay.com,,,https://www.familylaw.com.au/lawyer/vince-bradley/
lawyer,Klimek & Wijay Family Lawyers,Nicholas Coveney,Partner,,,https://www.linkedin.com/company/familylawau/,http://www.klimekwijay.com,,,https://www.familylaw.com.au/lawyer/nicholas-coveney/
firm,KM Law,,,,,,https://www.kmlawvic.com.au/,"34 Commercial St, Korumburra VIC 3950",VIC,https://www.familylaw.com.au/law-practice/km-law/
lawyer,KM Law,Michael Knopf,Partner,,,https://au.linkedin.com/in/michael-knopf-9813508a,https://www.kmlawvic.com.au/,"34 Commercial St, Korumburra VIC 3950",VIC,https://www.familylaw.com.au/lawyer/michael-knopf/
firm,Knox Family Law Specialists,,,,,,https://knoxfamilylaw.com.au/,Wantirna South VIC 3152,VIC,https://www.familylaw.com.au/law-practice/knox-family-law-specialists/
lawyer,Knox Family Law Specialists,Uma Nadarajah,Principal,,,https://au.linkedin.com/in/uma-nadarajah,https://knoxfamilylaw.com.au/,Wantirna South VIC 3152,VIC,https://www.familylaw.com.au/lawyer/uma-nadarajah/
firm,Koelmeyer Law,,,,,,https://www.koelmeyerlaw.au/,"3/162 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/koelmeyer-law/
lawyer,Koelmeyer Law,Jane Koelmeyer,Principal,,,https://au.linkedin.com/in/janekoelmeyer,https://www.koelmeyerlaw.au/,"3/162 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/jane-koelmeyer/
firm,Kordell Lawyers,,,,,,https://kordellawyers.com.au/,"90 Main Rd, Bakery Hill VIC 3350",VIC,https://www.familylaw.com.au/law-practice/kordell-lawyers/
lawyer,Kordell Lawyers,Cameron Ford,Lawyer,,,https://au.linkedin.com/in/cameron-ford-00588b65,https://kordellawyers.com.au/,"90 Main Rd, Bakery Hill VIC 3350",VIC,https://www.familylaw.com.au/lawyer/cameron-ford/
lawyer,Kordell Lawyers,Antoinette Kordell,Principal,,,https://au.linkedin.com/in/antoinette-kordell-682b5b95,https://kordellawyers.com.au/,"90 Main Rd, Bakery Hill VIC 3350",VIC,https://www.familylaw.com.au/lawyer/antoinette-kordell/
firm,Lakey Family Law,,,,,,https://www.lakeylaw.com.au/,"32-36 Camberwell Rd, Hawthorn East VIC 3123",VIC,https://www.familylaw.com.au/law-practice/lakey-family-law/
lawyer,Lakey Family Law,Annette Lakey,Principal,,,https://au.linkedin.com/in/annette-lakey-42975911,https://www.lakeylaw.com.au/,"32-36 Camberwell Rd, Hawthorn East VIC 3123",VIC,https://www.familylaw.com.au/lawyer/annette-lakey/
firm,Lamrocks Solicitors & Attorneys,,,,reception@lamrocks.com.au,,https://www.lamrocks.com.au,"61/79 Henry St, Penrith NSW 2750",NSW,https://www.familylaw.com.au/law-practice/lamrocks-solicitors-attorneys/
lawyer,Lamrocks Solicitors & Attorneys,Nicole Louise Smith,Solicitor,,,https://www.linkedin.com/in/nicole-smith-b7237366/,https://www.lamrocks.com.au,"61/79 Henry St, Penrith NSW 2750",NSW,https://www.familylaw.com.au/lawyer/nicole-louise-smith/
firm,Lander & Rogers (NSW),,,,law@landers.com.au,,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/lander-rogers/
lawyer,Lander & Rogers (NSW),Amy Papandreas,Senior Associate,,,https://au.linkedin.com/in/amypapandreas,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/amy-papandreas/
lawyer,Lander & Rogers (NSW),Ngan Kwan (Eleanor) Lau,Partner,,,https://www.linkedin.com/in/eleanor-lau-386b6971/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/ngan-kwan-eleanor-lau/
lawyer,Lander & Rogers (NSW),Collette Rachael McFawn,Partner,,,https://www.linkedin.com/in/collette-mcfawn/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/collette-rachael-mcfawn/
lawyer,Lander & Rogers (NSW),Skye Erin Owen,Special Counsel,,,https://www.linkedin.com/in/skye-owen-60339b144/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/skye-erin-owen/
lawyer,Lander & Rogers (NSW),Monique Charmelle Marie Robb,Partner,,,https://www.linkedin.com/in/monique-robb/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/monique-charmelle-marie-robb/
lawyer,Lander & Rogers (NSW),Matthew Peter Doyle,Senior Associate,,,https://www.linkedin.com/in/matthew-doyle-73430b175/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/matthew-peter-doyle/
lawyer,Lander & Rogers (NSW),Carolina Janet Arricobene,Senior Associate,,,https://www.linkedin.com/in/carolinaarricobene/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/carolina-janet-arricobene/
lawyer,Lander & Rogers (NSW),Malcolm Neville Gittoes-Caesar,Consultant,,,https://www.linkedin.com/in/malcolmgittoescaesar/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/malcolm-neville-gittoes-caesar/
lawyer,Lander & Rogers (NSW),Annabel Laura Pope,Special Counsel,,,https://www.linkedin.com/in/annabel-pope-a3239324/,https://www.landers.com.au,"Level 19/123 Pitt St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/annabel-laura-pope/
firm,Lander & Rogers (QLD),,,,law@landers.com.au,,http://www.landers.com.au/,"Level 11/1 Eagle St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/law-practice/lander-rogers-qld/
lawyer,Lander & Rogers (QLD),Sarah Dibley,Special Counsel,,,https://au.linkedin.com/in/sarah-dibley-95ab332b,http://www.landers.com.au/,"Level 11/1 Eagle St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/sarah-dibley/
lawyer,Lander & Rogers (QLD),Genevieve Dee,Partner,,,https://au.linkedin.com/in/genevieve-dee-lander-and-rogers,http://www.landers.com.au/,"Level 11/1 Eagle St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/genevieve-dee/
firm,Lander & Rogers (VIC),,,,law@landers.com.au,,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/lander-rogers-vic/
lawyer,Lander & Rogers (VIC),Peter Royston,Consultant,,,https://www.linkedin.com/showcase/lander-rogers-family-relationship-law,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/peter-royston/
lawyer,Lander & Rogers (VIC),Rachell Davey,Principal,,,https://au.linkedin.com/in/rachelldavey,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/rachell-davey/
lawyer,Lander & Rogers (VIC),Tamara Cook,Lawyer,,,https://au.linkedin.com/in/tamara-cook-5b3a6422,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/tamara-cook/
lawyer,Lander & Rogers (VIC),Craig Henderson,Principal,,,https://au.linkedin.com/in/craig-henderson-12b60172,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/craig-henderson/
lawyer,Lander & Rogers (VIC),Catherine Hillis,Lawyer,,,https://au.linkedin.com/in/catherine-hillis,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/catherine-hillis/
lawyer,Lander & Rogers (VIC),Lee Formica,Principal,,,https://au.linkedin.com/in/lee-formica-77b313ab,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/lee-formica/
lawyer,Lander & Rogers (VIC),Byron Leong,Principal,,,https://au.linkedin.com/in/byron-leong-26917251,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/byron-leong/
lawyer,Lander & Rogers (VIC),Mark Parker,Principal,,,https://au.linkedin.com/in/mark-parker-139070a,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/mark-parker/
lawyer,Lander & Rogers (VIC),Claire Walczak,Principal,,,https://au.linkedin.com/in/claire-walczak-8591a35b,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/claire-walczak/
lawyer,Lander & Rogers (VIC),Elizabeth Kofoed,Principal,,,https://www.linkedin.com/showcase/lander-rogers-family-relationship-law,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/elizabeth-kofoed/
lawyer,Lander & Rogers (VIC),Sarah Wainwright,Special Counsel,,,https://au.linkedin.com/in/sarah-wainwright-65166019,https://www.landers.com.au/,"level 15/477 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/sarah-wainwright/
firm,Layne Lawyers,,,,office@laynelawyers.com.au,,https://www.laynelawyers.com/,"Level 11, 456 Lonsdale St, Melbourne 3000",,https://www.familylaw.com.au/law-practice/layne-lawyers/
lawyer,Layne Lawyers,Katharine Layne,Principal,,,https://au.linkedin.com/in/katharinelayne,https://www.laynelawyers.com/,"Level 11, 456 Lonsdale St, Melbourne 3000",,https://www.familylaw.com.au/lawyer/katharine-layne/
firm,Leach Legal,,,,,,https://leachlegal.com.au,"Level 7/150 St Georges Terrace, Perth WA 6000",WA,https://www.familylaw.com.au/law-practice/leach-legal/
firm,Leanne Cain & Associates,,,,,,https://cainlaw.com.au/,"Level, 6/250 Queen St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/leanne-cain-associates/
lawyer,Leanne Cain & Associates,Leanne Cain,Principal,,,https://au.linkedin.com/in/leanne-cain-2a82692,https://cainlaw.com.au/,"Level, 6/250 Queen St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/leanne-cain/
firm,Leanne Kelly Family Law Consulting & Mediation,,,,email@leannekelly.com.au,,https://leannekelly.com.au,,,https://www.familylaw.com.au/law-practice/leanne-kelly-family-law-consulting-mediation/
lawyer,Leanne Kelly Family Law Consulting & Mediation,Leanne Kelly,Director,,,https://www.linkedin.com/in/leanne-kelly-7a709224/,https://leannekelly.com.au,,,https://www.familylaw.com.au/lawyer/leanne-kelly/
firm,Leckie Law,,,,,,https://leckielaw.com.au,"2/40 Little St, Coffs Harbour NSW 2450",NSW,https://www.familylaw.com.au/law-practice/leckie-law/
lawyer,Leckie Law,Kelli Ann Leckie,Principal,,,https://www.linkedin.com/in/kelli-leckie-36026979/,https://leckielaw.com.au,"2/40 Little St, Coffs Harbour NSW 2450",NSW,https://www.familylaw.com.au/lawyer/kelli-ann-leckie/
firm,Leslie Family Law,,,,,,https://www.lesliefamilylaw.com.au/,"Level 10/250 Queen St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/leslie-family-law/
lawyer,Leslie Family Law,Paula Leslie,Principal,,,https://au.linkedin.com/in/paula-leslie-513bb8b,https://www.lesliefamilylaw.com.au/,"Level 10/250 Queen St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/paula-leslie/
firm,Lever Law,,,,reception@leverlaw.com.au,,http://www.leverlaw.com.au/,"175 Ocean Dr, Twin Waters QLD 4564",QLD,https://www.familylaw.com.au/law-practice/lever-law/
lawyer,Lever Law,Stan Rafty,Solicitor,,,https://cr.linkedin.com/company/lever-law,http://www.leverlaw.com.au/,"175 Ocean Dr, Twin Waters QLD 4564",QLD,https://www.familylaw.com.au/lawyer/stan-rafty/
firm,Lewis Family Lawyers,,,,info@lewisfamilylawyers.com.au,,https://lewisfamilylawyers.com.au,"Level 32/200 George St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/lewis-family-lawyers/
lawyer,Lewis Family Lawyers,Samantha Maree Lewis,Principal,,,https://www.linkedin.com/in/samanthalewis-accreditedspecialistfamilylaw/,https://lewisfamilylawyers.com.au,"Level 32/200 George St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/samantha-maree-lewis/
firm,Lexton Legal,,,,lextonlegal@bigpond.com,,https://lextonlegal.com.au/,"2/47 Princes Hwy, Dandenong VIC 3175",VIC,https://www.familylaw.com.au/law-practice/lexton-legal/
lawyer,Lexton Legal,Konstantine Kontaxis,Principal,,,https://au.linkedin.com/in/konstantine-jonathan-kontaxis-116aab108,https://lextonlegal.com.au/,"2/47 Princes Hwy, Dandenong VIC 3175",VIC,https://www.familylaw.com.au/lawyer/konstantine-kontaxis/
firm,Lighthouse Family Lawyers,,,,admin@lighthousefamilylawyers.com.au,,https://www.lighthousefamilylawyers.com.au/,"Level-14/333 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/lighthouse-family-lawyers/
lawyer,Lighthouse Family Lawyers,Jane Bentley,Lawyer,,,https://au.linkedin.com/in/janeannbentley,https://www.lighthousefamilylawyers.com.au/,"Level-14/333 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/jane-bentley/
firm,Lockwood & Finch Family Lawyers,,,,info@lockwoodandfinch.com,,https://www.lockwoodandfinch.com.au,"Unit 404/45 Honeysuckle Dr, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/law-practice/lockwood-finch-family-lawyers/
lawyer,Lockwood & Finch Family Lawyers,Kayla Curtis,Solicitor,,,https://au.linkedin.com/in/kayla-curtis-153472171,https://www.lockwoodandfinch.com.au,"Unit 404/45 Honeysuckle Dr, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/lawyer/kayla-curtis/
lawyer,Lockwood & Finch Family Lawyers,Sara Rayment,Principal,,,https://au.linkedin.com/in/sara-rayment-5b60a560,https://www.lockwoodandfinch.com.au,"Unit 404/45 Honeysuckle Dr, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/lawyer/sara-rayment/
firm,Long Saad Woodbridge,,,,,,https://lswlawyers.com.au,"Level 5/99 York St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/long-saad-woodbridge/
lawyer,Long Saad Woodbridge,Bruce Gordon Macdonald,Special Counsel,,,https://www.linkedin.com/in/bruce-macdonald-5a30b914/,https://lswlawyers.com.au,"Level 5/99 York St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/bruce-gordon-macdonald/
lawyer,Long Saad Woodbridge,Georgina Louise Dalton,Senior Associate,,,https://www.linkedin.com/in/georgina-dalton-b6b334159/,https://lswlawyers.com.au,"Level 5/99 York St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/georgina-louise-dalton/
firm,Longton Legal,,,,,,https://www.longtonlegal.com.au,"Level 11, 97/99 Bathurst Street, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/longton-legal/
lawyer,Longton Legal,Jason Tiong Yap Neo,Special Counsel,,,https://www.linkedin.com/in/jason-neo-31993859/,https://www.longtonlegal.com.au,"Level 11, 97/99 Bathurst Street, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/jason-tiong-yap-neo/
firm,Longton Legal (QLD),,,,,,https://www.longtonlegal.com.au/,"179 Turbot St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/law-practice/longton-legal-qld/
lawyer,Longton Legal (QLD),Jitesh Billimoria,Partner,,,https://au.linkedin.com/in/longtonlegal,https://www.longtonlegal.com.au/,"179 Turbot St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/jitesh-billimoria/
firm,Low Doherty & Stratford,,,,enquiries@lowds.com.au,,https://lowds.com.au,"9 Campbell St, Blacktown NSW 2148",NSW,https://www.familylaw.com.au/law-practice/low-doherty-stratford/
lawyer,Low Doherty & Stratford,Kelvin Reginald Low,Partner,,,https://www.linkedin.com/company/familylawau/,https://lowds.com.au,"9 Campbell St, Blacktown NSW 2148",NSW,https://www.familylaw.com.au/lawyer/kelvin-reginald-low/
firm,Lucy Wood Family Law,,,,lucy@lucywoodfamilylaw.com,,http://www.lucywoodfamilylaw.com/,"Unit 9/110 Sixth Ave, Maroochydore QLD 4558",QLD,https://www.familylaw.com.au/law-practice/lucy-wood-family-law/
lawyer,Lucy Wood Family Law,Lucy Wood,Principal,,,https://www.linkedin.com/in/lucy-w-a96722145/,http://www.lucywoodfamilylaw.com/,"Unit 9/110 Sixth Ave, Maroochydore QLD 4558",QLD,https://www.familylaw.com.au/lawyer/lucy-wood/
firm,Lynn & Brown Lawyers,,,,,,https://www.lynnandbrown.com.au,,,https://www.familylaw.com.au/law-practice/lynn-brown-lawyers/
lawyer,Lynn & Brown Lawyers,Kate Hesford,Senior Associate,,,https://www.linkedin.com/in/kate-hesford-5a06631b7/,https://www.lynnandbrown.com.au,,,https://www.familylaw.com.au/lawyer/kate-hesford/
lawyer,Lynn & Brown Lawyers,Jacqueline Brown,Director,,,https://www.linkedin.com/in/jacquelineabrown/,https://www.lynnandbrown.com.au,,,https://www.familylaw.com.au/lawyer/jacqueline-brown/
firm,MacDonald Law (QLD),,,,enquiries@macdonaldlaw.com.au,,http://www.macdonaldlaw.com.au/,"436 Ruthven St, Toowoomba City QLD 4350",QLD,https://www.familylaw.com.au/law-practice/macdonald-law-qld/
lawyer,MacDonald Law (QLD),Sarah-Jane MacDonald,Director,,,https://au.linkedin.com/in/sarah-jane-macdonald-familylawyer,http://www.macdonaldlaw.com.au/,"436 Ruthven St, Toowoomba City QLD 4350",QLD,https://www.familylaw.com.au/lawyer/sarah-jane-macdonald/
firm,MacKinnon Jacobs Horton & Irving,,,,,,https://www.mjhi.com.au/,"lvl 1/151 Boronia Rd, Boronia VIC 3155",VIC,https://www.familylaw.com.au/law-practice/mackinnon-jacobs-horton-irving/
lawyer,MacKinnon Jacobs Horton & Irving,Chiara Auteri,Lawyer,,,https://au.linkedin.com/company/mackinnon-jacobs-horton-&-irving-pty-ltd,https://www.mjhi.com.au/,"lvl 1/151 Boronia Rd, Boronia VIC 3155",VIC,https://www.familylaw.com.au/lawyer/chiara-auteri/
firm,Maclarens Lawyers,,,,mail@maclarens.com.au,,https://maclarens.com.au,"232 Merrylands Rd, Merrylands NSW 2160",NSW,https://www.familylaw.com.au/law-practice/maclarens-lawyers/
lawyer,Maclarens Lawyers,Liza Nguyen,Partner,,,https://www.linkedin.com/company/maclarens-lawyers/,https://maclarens.com.au,"232 Merrylands Rd, Merrylands NSW 2160",NSW,https://www.familylaw.com.au/lawyer/liza-nguyen/
firm,Macpherson Kelley,,,,,,https://mk.com.au/,"Level 7/600 Bourke St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/macpherson-kelley/
lawyer,Macpherson Kelley,Natalie Fielding,Principal,,,https://au.linkedin.com/in/natalie-fielding-07745713,https://mk.com.au/,"Level 7/600 Bourke St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/natalie-fielding/
firm,Macrossan & Amiet,,,,proserpine@macamiet.com.au,,https://www.macamiet.com.au/,"55 Gordon St, Mackay QLD 4740",QLD,https://www.familylaw.com.au/law-practice/macrossan-amiet/
lawyer,Macrossan & Amiet,Samantha Sticklan,Director,,,https://au.linkedin.com/in/samantha-sticklan-0616963b,https://www.macamiet.com.au/,"55 Gordon St, Mackay QLD 4740",QLD,https://www.familylaw.com.au/lawyer/samantha-sticklan/
firm,Madsen Law Solicitors,,,,mail@madsenlaw.com.au,,https://madsenlaw.com.au/,"3928 Pacific Hwy, Loganholme QLD 4129",QLD,https://www.familylaw.com.au/law-practice/madsen-law-solicitors/
lawyer,Madsen Law Solicitors,David Madsen,Principal,,,https://www.linkedin.com/in/david-madsen-37268949/,https://madsenlaw.com.au/,"3928 Pacific Hwy, Loganholme QLD 4129",QLD,https://www.familylaw.com.au/lawyer/david-madsen/
firm,Maguire Barnes Family Lawyers,,,,,,https://www.maguirebarnes.com.au/about-us/,"1344 Gympie Rd, Carseldine QLD 4034",QLD,https://www.familylaw.com.au/law-practice/maguire-barnes-family-lawyers/
firm,Marano Family Lawyers,,,,,,https://www.maranofamilylawyers.com.au,"Level 2, suite 13, 2, 4 Cross St, Hurstville NSW 2220",NSW,https://www.familylaw.com.au/law-practice/marano-family-lawyers/
lawyer,Marano Family Lawyers,Annamaria Bernadette Marano,Principal,,,https://www.linkedin.com/in/annamaria-marano-12992739/,https://www.maranofamilylawyers.com.au,"Level 2, suite 13, 2, 4 Cross St, Hurstville NSW 2220",NSW,https://www.familylaw.com.au/lawyer/annamaria-bernadette-marano/
firm,Marino Law,,,,,,http://www.marinolaw.com.au/,"6/2481 Gold Coast Hwy, Mermaid Beach QLD 4218",QLD,https://www.familylaw.com.au/law-practice/marino-law/
firm,Mark Brown & Associates,,,,,,https://www.markbrownlawyers.com.au,"61 Moore St, Liverpool NSW 2170",NSW,https://www.familylaw.com.au/law-practice/mark-brown-associates/
lawyer,Mark Brown & Associates,Mark Francis Brown,Principal,,,https://www.linkedin.com/company/familylawau/,https://www.markbrownlawyers.com.au,"61 Moore St, Liverpool NSW 2170",NSW,https://www.familylaw.com.au/lawyer/mark-francis-brown/
firm,Mark Macdiarmid Family Law,,,,,,https://www.macdiarmidlegal.com.au,Sydney NSW 2000,NSW,https://www.familylaw.com.au/law-practice/mark-macdiarmid-family-law/
lawyer,Mark Macdiarmid Family Law,Mark Allan MacDiarmid,Principal,,,https://www.linkedin.com/company/familylawau/,https://www.macdiarmidlegal.com.au,Sydney NSW 2000,NSW,https://www.familylaw.com.au/lawyer/mark-allan-macdiarmid/
firm,Marr Family Lawyers,,,,enquiries@marrfamilylawyers.com.au,,https://www.marrfamilylawyers.com.au,"Suite 5 156/160 Crown St, Wollongong NSW 2500",NSW,https://www.familylaw.com.au/law-practice/marr-family-lawyers/
lawyer,Marr Family Lawyers,Kate Maree Marr,Principal,,,https://www.linkedin.com/in/kate-marr-02573b101/,https://www.marrfamilylawyers.com.au,"Suite 5 156/160 Crown St, Wollongong NSW 2500",NSW,https://www.familylaw.com.au/lawyer/kate-maree-marr/
firm,Marsdens Law Group,,,,,,https://www.marsdens.net.au,"Suite 1, First Floor, 154 Elizabeth St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/marsdens-law-group/
lawyer,Marsdens Law Group,Nevine Magdy Youssef,Partner,,,https://au.linkedin.com/in/nevineyoussef/,https://www.marsdens.net.au,"Suite 1, First Floor, 154 Elizabeth St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/nevine-magdy-youssef/
lawyer,Marsdens Law Group,Tom Charles Reeve,Partner,,,https://au.linkedin.com/in/tomreevefamilylawyer/,https://www.marsdens.net.au,"Suite 1, First Floor, 154 Elizabeth St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/tom-charles-reeve/
lawyer,Marsdens Law Group,Jean Alim,Partner,,,https://www.linkedin.com/in/jean-alim-738317a1/,https://www.marsdens.net.au,"Suite 1, First Floor, 154 Elizabeth St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/jean-alim/
lawyer,Marsdens Law Group,Amanda Doring,Partner,,,https://www.linkedin.com/in/amandadoring/,https://www.marsdens.net.au,"Suite 1, First Floor, 154 Elizabeth St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/amanda-doring/
firm,Marshalls + Dent + Wilmoth,,,,,,https://mdlaw.com.au/,"21/570 Bourke St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/marshalls-dent-wilmoth/
lawyer,Marshalls + Dent + Wilmoth,Kate Whitehouse,Lawyer,,,https://au.linkedin.com/in/kate-whitehouse-055b584a,https://mdlaw.com.au/,"21/570 Bourke St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/kate-whitehouse/
firm,Martin Hynes Lawyers,,,,,,https://mhyneslawyers.com.au,,,https://www.familylaw.com.au/law-practice/martin-hynes-lawyers/
lawyer,Martin Hynes Lawyers,Martin Hynes,Director,,,https://au.linkedin.com/in/martin-hynes-14119856,https://mhyneslawyers.com.au,,,https://www.familylaw.com.au/lawyer/martin-hynes/
